,SummonerID,Summoner_Name,Wins,Losses,League_Points,Account_ID
435,cX_91O3XLbjO-OR3hQcI4giTiTmD0bJ54Y4gU8CRToQxTvM,Hi im Trixter,114,100,33,mLKipgQvOGEiEWQMRb30orx_IRkASNeLNWzEkOFm2NxSjxI
436,cibPpEWGEtAsg4oxFcVzjkGP8n3OUG_mu1vtUPEEleuXAFQ,Khang,74,63,71,MssoPNar_otHjohat9P_dmTpm0CGlFm5-0EPtsLKd9KWppM
437,clXcQzHLPT8wV2u3_v9_JmQeERXKBzWJjWbouQwwfmX413U,Fleet is useless,30,11,131,2rYQNuXW7b-Rd2HdYFsv9eXpKfwqEX78RzfKZTj58TXkIIU
438,csYn3FbYI934b1RkQl-gP9YTA3td8RX0B3zPbVPpmyV0da4,Apollo Price,168,154,82,7WcZdOKk5jq2jba_WWzdHOyywEpWpT7cWHuOrMr3Cg
439,cspSHmIE4z27Ld6mNcns8KW5NyhZRB7HkD5dKZjsWYMDZZw,MU Wolfe,91,80,25,6x8vVSW2sSkaxaOe8fOY8wo9eDdB2a9pJ1iArc_sTV5lIg
440,cxKHgk1-ux2sNujb0PVOi96toLuUjTQZ8Wyn7qRIqyaj-FU,Chocopants,179,162,66,jCh4g2NsEllV0YDhRnIgrRdCdBLQMNRDji9Tgpo_WIvANg
441,cybq6090L1g2ViN2x0kUY6cBjjR0pHGVeBdslSAv7KA7ju0,A Domind Smurf,115,100,129,q26IH8nqE7mYhGukS-_N_Nz2wUJmhYFOxotCqPAIBs8CjnE
442,cyysexyH6QKhctTTODXvHb9dcMDql_Q8g8hxiIZ8012JGLQ,Auberaun,72,63,98,T00kzM3IEIuj05_Y_AwjnSBkCLS6ESVCrpmJ1597YhyYmg
443,czliQCrX7lxwWzmNPzZkVKHSVU59feBRmt3RHKIyuY-wo5k,Gamer Girl,41,32,27,SiPedYiziUmyzNALP2FdQ8ZO03PUgYabZhG1PlgDFjYFZg
444,d1MCV0P_QiwrI-RAfVTCHkbPwsHNZ193gpDU5fcNDYgekIE,NO INT EZ WIN XD,332,303,45,YPfokyOe6XepIJRfwFgWC0-RQympdSOjS32D8Mopk6Ka8y8
445,d1Z8SyBQKifbEbMlC8xj30BdYjVQiIzVC35oSt3bFL5TjGo,TrevorKTran,207,180,142,IgJAGDnGa6T9n8YYJJl4rthb0oBOWadIbv6Ubud21fanuQ
446,d1Zq6Rvxgx4M7xFutT9MRPyrXQWjOYSqHvADorgMEPHVX88,SpookyB0y,95,40,17,H4xmqxtgyEUbx124HYsP_O4lK2lQp8EUjl6T08_YbZBYog
447,dH_EEVeA5FsHnxqN_ZzwMNUEwv-F-s_ga6UHV-35EEIWF2I,Solaria,97,77,65,CPne0dhssKYURgRYfULEjtYQ6nuEQ8d6g9ydWp7jGaVGqw
448,dOYIMpRWnIrIghd15j1oGrRc_wO47KprQGKy2tW6XdEXBzU,PK PK,214,206,38,8qC7ZyMwIPsxnuVSh1LU0y-o_fUhb4GJ1Gc3-K1kB73CD90
449,dUcrHKjQoIIFNtYW2hzLw7LB42VMA1knLtH1j2FHwM0cor4,C9 Banana,78,61,32,AM-ei_3K_KJ5p3WDh-PxggVkZwgbGgDlVo_RGNFC2VmBl9g
450,dWS6JHkuDTebNUc1StqBHSsCd0oWWKhYpyI38RkKlkcnGFk,IS THAT PETER,136,118,29,3-TazABPgYNd5NSaU7cBk5UP8vjoKiLXKvqE40nyGAzeCL4
451,dY8cc6Xb2dU9J7O-uL0GJ0nR5engSZSaoQG0bJp78GiSTu8b,Chad Jungle,123,114,17,UwcB98DInbwFlUk1ARkg9KKQrJZaGMVIo65CJyvQ2HQLeA
452,dZ0G0OjxKF1weJQTs-uOG81pBQEpevgj8YCBxg2Vvkbeulo,Sourvvatermelon,117,93,15,zcHrAKVC5tO0TjBCoinwBIRsuo8CgMDIoxQQsLAjIxuJPtY
453,ddJWkZtu929KCCQlX3gB9KXDvTqfRBDpAbylSYBMAaB7FIk,Savast,32,16,108,RhYhDAFNkk1113hdGYV3hvs1jhcejU3MseR9txJ73ulidw
454,drNE2QQPIn9VCTHVDpZZbTZ2tPuupdH3zD0kCxawz4NskYM,Synotic,155,147,14,j1yA8nzz5qF7LJFE4fEG1d6viR3uSrJWvkQYxc9AGyA_vw
455,dtKYJh_nRQJvnjFlsXM4pTPIlQCI1j1azC3UhiKwNOs_9Fw,llIIllIIlll,49,33,16,5Da9FvAfse2OraBY_9_S8kjyqxkxzE0kLLtRp-XKSuFUn_o
456,e-1C4tVa0mXGXKWkWGUqmCubJ8Pivzn9FOcqDMNKfhzbTV4,Z3Sleeper,54,31,46,c7ya16jeT2On_G9Dp0oQjr6JPMxHMNHb4JOzJsyoyiJwRAo
457,e2gvPIPl91MU_26VS2SI7fQp7-SVTiT1ANaoTVTo0OjhrYg,Alurium,39,24,30,qh2UCzLr-OBGB8sqUmErf7OVljvHFHHdeT6buVsh9ezrY58
458,e9znanhxaZP0AqMatPc7UarDLD0a2xNdbdT5ANsIxfJAqtc,CIyde,123,106,166,GdNidwX-ueKWApTu4QqIaIVyLhqXe55xN1CQx0KWdgTgZw
459,eHD07-b3KwxX1i-QXFbiTwQgvEBTzQjBv_hdaDp7X_4f2t8,kingamazin,82,74,18,YaK-WP_vM28fMGOhlmEzJS_11bbBrchxjgVFDggb5XgYXoE
460,eHQOg26GZcJ7wEhuabfqBTxDj5kpIQnO62x9cM3dQeteEs0,DJ Y4ssin,264,247,156,yGKnKUQKiGHL3Z0XAZfMU3wgoQHEvqFkSGYb0yViMcH1vg
461,eLNFaHWhjzwIyPk8SqzxSff4ix-azmQkvf1D2RU2uF0Bc8o,Lizardsking,95,47,115,Y-m0jRbk7nTiBxZfFKGIaB__i-rbckaWzOv5RqYq-PHkhUM
462,ea1J48aTaNLZVVwn3veHSrFwBsBICP56GIahYZg4WRtKXsM,Vegeta,140,125,20,UR7XoQE5ddQYKf8XW7vlUn8Xd8gtszBYroBbFFMWi4GpGg
463,elX3CyqknD5V1WL1lddgPEud4EiJLHYwn7qSn9xaxnWQz18,TSM Sarcasmri,47,22,49,iLw-45SKjtU57WFzIvx9wqS5NUFer7CL_56SSb6WlO-6nMJFsLdoDu5o
464,elyGmphkQlY8wLrWojOufc4aY4g-VRdmtZGySxiSGg,Veiv,204,181,152,wDs2WEn4Xj93dwh2lnVuCLtthb3FlwqXr-knLMebPVuOs-A
465,eonc7OUNUP0G9hxx7Rlh4vBmGQxJu_YzYs7r2QEaM8saFVY,m m ,51,37,28,9O3TUAVgidoLdDRZhyML8I6mx1Gw-e1BuQZGBquU0GGnL1k
466,fOlizHgLYYQh2Qi6Ft0kv2tq5flr0etGzlUr6rnB7d39OKg,FrosFores,54,32,18,6ryIzIigF23dUdTTIzOCwqjVeV9Zx9DMIzmhCDzWQJN31Ik
467,fTyvf2fZXXteLtLTS_kiyxiWu1nMFbq2r0MT-ADT8Kv3THM,Vano,89,58,94,NVcCw3pXDgaG1yXBdn1rHXS7D_-b04u6YVGPspvxrdoVC_E
468,fUdXXyVgnBazL2yaMdyt9ys7spSz9_svbk78baTutnKlMBY,cuul crab,173,141,101,mGBQSmJ9oNJDJR63bgfT8xfQzyX-Jrq87hDNR8a9K-IcHg
469,fZF0qAJWZaiqtqa6XHyzyBPVuXGdqIUNjpLzQjSjGk5SxS0,Dive,84,59,64,HM64yJkJn1lho7MLh8grGYo9wdz9LWgWPNKaqXaUl25mOxM
470,fbENWOY18jn2IZOWARCUrPwNsoRMpgUT-MZKXxID1Kr3ePw,Nice SoloQ,95,72,127,b9pex7WqIqp_fywGkm3uOsAMxwBL8QRywUGETVtBs31w7ws
471,fd6j35wwThFG6QvcE3x5749gr3Uqb2BYf_rwzGGMR014wo8,T0pMEmE,124,105,105,8fogCXY5lAVO-IMADGgvNaOG5BL8yIi9tb18y1_DEJ-It28
472,ficMCR4Hi8faOes_s15XgviyN4ULjvAkfPSu9PBTRJ--zHc,LFFN,165,150,29,3yWvS0p0jygBrayOkMju22m55mJpLUV7MZGEir7sec8DKw
473,fvGKWqlUdqNUsWAZdRvNBcfWCgimt8H5P535nNs_xP6dBLE,yunqiyouxi,97,68,134,K_HAXNlbDgLrMgtTEsJ4-hjfCyBCjTUMnGC3sq-lN9Db7wg
474,fvQYfYk2WRNsYLeJVeT-z01wvzxaKpxdCC6yh4vSUg95xx0,dui bu qi,232,218,70,bQjwEz2bAZeUyX3lqgkRT1CrV-q5DrSB74tmZWXLVlAdurc
475,fw_VwnPkUTKvN4EnkLF0aF0nuA6zbdmOFOlK_WzYle_46Lc,DrewDozer,160,140,44,drqNUMj4Fy1r31NavtfbgePeveG695-oIxe1Mqbe9eSLHxg
476,gJIFAPDaJp3nyT9kMraZZoKMiCQkzDYtLwrLRSM7Fl3Ea3c,BillyBobJew,266,249,79,D_5UgVJrpv5RqzAIxk9zEOfyRo6k2sDDtIqQhVPEz1Tdbw
477,gK215ttzGW2fv_x37YkrnSsfK3kdlECVvQoJAOn7tsZzZ6g,soul2,114,80,116,lFojmZ4-8jPEn3hOkhdRY2rfMDnPmcI4DMg7-wX3r6cW3w
478,gLN5AJUZIoI-Sqwf0QV5j0zuFtqSHDX_WQW5lWzH_Nv8LXk,uglies no type,90,37,157,uGvOH9E_rvfTNpKzZEhFGx0h1lG2vwthZXbPAM0aqAhPrCg
479,gLYWhkaaSya89ZUig90FplFsGPwLG_i85rNZGL8_5JEmYwE,riste,158,138,68,0hkcF3L8Qb0jedmM__Lblzpr6HVWoNtwHtu_dskXntX4pw
480,gMTTsuvYm025NAmd2RMQuLjCYLPTNUGIXaey6eiEj_5zj1o,Yuaru,171,118,32,N6d6px3XrWXJt5PdBJd504LfYDMK2jddl-6GL6XRTavQ-IY
481,gXjJSkx3BUYp8NtSq_xhOzqWWzSjjNTF0RQjKBGHK2sB9IY,Rist,141,114,40,ww58MXK7lU5z1ujgpmPbWPkrr78WRY7gtAz1-xEGNjKRdag
482,glgRVZ4xuloIez0x457dM29eUy5uK_OFuf9f0CH0urilDWo,NotTheRealPhilip,140,127,105,TogaZRn_oWxWQZp6dA82SBka8Ix11G_vUB_dr-RMxm--hQ
483,gr5Twwj-u5zpUxSlcE0FKjyk9Tquks5Fc08Rw208ow25N3k,FrostShotGG,67,43,124,lQx2xzs8wgFCdwSj7E-LMTUr_ZPRQj6DAYYhKCM6itZnRg
484,h-Ah35yZmPu3Q5WwcieO3vJQenCAR6hWoLN579hqPvTA-DA,Poptãrt,63,48,41,W3HFABdKBhM-Jh-U9siOI64GOUCEdIw9L4wVS-p8RLiPQGU
485,h0v47spxO5SJFDNfzKtBcuXHU-Vq9d53fzL6HUZ7dvCUFxw,Psychopathic Top,292,262,37,4b70rRsnYHs-vQFVCthC_5sdFF_lVjirctP0Ds3aMiju1Hc
486,h31aYf0VEwvhWIigyEdzlNf-671f8m9Cl4vBWmKDvP_b6rY,raspykibbles,82,69,16,iwPHFxVI3V5Z_bdffBqB2SLMtTZUGFFMFah-E_xpA5Odag
487,hBLr58dCSp9xH1fnrzvH0DMVGMX7V97-9j2WSizcPXWfJbI,racecar3112,68,74,70,Sgn7LoXpAUlimKh6ULKHo_dv_U4IZRm7cbXUhUziqwt7wAU
488,hBwdM6GeCOG9Fk-YwuqQSXhObVaC2xja0P8jkvrQXBef4CQ,Nutski,194,157,33,HyPXitD8poQQtWMpbL0kmYsbt0skEnzwi2Y-4TZVuSFcRQ
489,hHJ8Yx243MvBQLovvL5hf6kWcsSHQ45xBf6lT_-LUerrSik,Kiyona,151,136,14,WjAtIPQYLBAmZrXj-RLbrRATV5WuTIizA7IlchYb-TWX3A
490,hIqot6Nf1cqRzTD8M5Ymk45VxJ_hjSYiDTw9wWktNivl74E,Hubblet,88,65,73,eJvR4CBgrooxv0d8HA_cFfrw_6jBPxDX15RTjaGiXa3ZtTo
491,hJvQnbcNttpaDXzNsEQHDhLHZXQQqjItgJZtoJ_Qvw6A,llIIIIIIIIlIIlI,107,55,43,InAPoCqTIuKOCHRQTn68xOUfoOjVPRw9aVhnc4O7pjRw-4fF9b-bkY2T
492,hSRorfM0fFqfN_UKw94I7Kc5LYvLwIGUMLjEjrCYGiTAeNc,DarkWingsForSale,82,62,94,1u3lA-dzB7BhO8LcxPIB3sMjIeV5qzyYD83gNv8Ahagn7g
493,hqxhZCDOXzaWE7m2DFOo3sjm-N3oaPWraPPDyZOaXyB_9Q4,Brown Man Darius,254,224,114,SbcqxrMPKSQ9UDxGiU0O85wxNk_CBQbIWoxng_vdCVhLG4A
494,htHcHJQHLzePbuSIEqYeizAqXAJU24PjuWShQBLmoKTS-9o,Hong Shao Rou,145,126,211,cfRpZzJSGv1FI4jEViluV0ADImDwBYVn-5whK8kHckpk3X4
495,i2G9bP9nHDUj-4yGU-8zdC20-LMsLN6rlsjznwokIZ77H8Y,YRUsoTrash,86,58,44,zJWZ7-u-QNE0kjsV6eO_IF-0yDRjBbJ9ZyAGJBx-cmfdhVA
496,i7UNb1EI1WwF4jDMNosYU3D_0YxDIkN5rRhbMlMAINMpP3A,Jabbadahutsnuts,70,49,104,6-ivJDRpp8LhWFL9EuWXxFOxCO2D0ue6HpP0Zr0PHaFvog
497,iBCZ01pUlCyssZiMkY1yK3Lh3hFv40AIyK5gr_Q8Z5h8,swaggreed,141,101,75,m8UeJpun-0Frbw1AZCsAxacwl4dfWUGcJajEidyH8cd-SHM
498,iCKEXFH2ezy0kJtPEVoiVHqb7TfbV2aOGTngAi28n0jrUH0,Oricorio,79,63,123,FHMg3EzoldAENtb1kjSvW4c0ijwwXh5d8O3sEa886KDvhsU
499,iDSKvOeBPX7dWCBAEWiEyXF1KLG1w7X9f4UCk9Z7w7glb1Y,holy krp,57,38,17,kPiY6xgg8jOBvYyKtljwCY6LZMDOMnYjgKtQHD0sbnWywFk
500,iGk5hiYsjKxBn_whX4Vr07sIygNwthhahYZQEf6bC340ypc,s9pool,186,170,60,cAPFRRvbGAWSy_ReP61xNNFUy7WtDnbJu8ljMb7CPdJFboK4eJvR_b6K
501,iIyeFhs-b2sUaf9xxxH1LLeQv_EhqBl90Lvxap-cd7CzzBo,Karasmai v9 ,175,158,37,GsvcD0mFQCEjNy_1uEZLZhI4ty-AbnknrgeT9c4BVnVYfzk
502,iJYzlSdRgMkOrYyK3HJX5r11NmU177S4KOSkq07RLDQJ3Hw,TaIbot,241,226,14,ctoGhGSlQ5pD9jqq5iXYEcJAQVh5AxRxpTFzWSCnjEYkCQ
503,iJtouKdOJLB0OXdlk7ANhwUrQtZ4PGvAtTrtK2yZAc1Pmj2l,Swordˉ,68,40,44,XHgC094D1aGL9loH5RI3YllQh08i_HVgqeXGMW1moIYzCuQ
504,iKdR2GcyoNngHPzKGIl66jmYy9hDh-iW09i-KTPjW_ki1fw,TRG FTW,70,52,28,2coCxtJMG2hkl-2N9FzaCsEMlDEdglMde8aBS2sipUrxOA
505,iTYY-EdMphO67qvnYXpl7kJmuSEku0Lf5LawdnvI6eVq9mA,Sprîng,100,94,64,FyUKa3wdv_300ol0SBhFjiD2awKsLsB-5nYmYq1upzT603o
506,ijEUy-6y9nhGyxHn_d_4g2WKVpqpKaEyEApkKGddNtNujq0,Frabjous,190,173,134,rifkoP7uJlUEZ04tO2YUjefuJKRX-3xUcqgMBkKpLuN64Yw
507,ix4kBpOSk_0iqSLHUX0-dDIRq42dMKJZNaOtdubKRz-NDto,Gio Monster,159,152,0,Z44St6toXkHbCzY_OZsJfgO6jOYWtaAS7S1dczjG5aPc03E
508,j-QO2_frSKylwwhFuKmo-96ZwVJo7yLM1-GyF5ldfHE8X78,Eitori,71,53,87,T7BuL5Ngo47T-gRf5lmlk9R8DK0Z8gyt3pWLbH4xQ_G6W1E
509,j6moPzpbQFN14CKINvoHuy9Y80hkhLqGj7MwWhJGGh-cM0U,Little Pawn,142,120,49,-R4lJE01rOiQKaX-0EgAi5mGD_hNT9NS-fmlRs4u6v2wZF8
510,jO-fKjgNbUbGf_5QNHXTL1TNqbbDgTculQJqsWu0xUMO9Hg,KatmidRank 1,58,43,139,QVNEr1qu7uCKD_XSpL6ho2WNiRhJikQTc4K3xhg2g1C0FCE
511,jcsgHAKf7Y6PPz42xNIY6u2ZNi4tEBVgRu9-7jIKP1SzfvQ,Michael Steel,97,77,33,YxYvK0elzj_ORiRtOzNkUAM5X64I7cq2JoMtOzDmS6INKw
512,jeAX16Gd_RRl9g22sQMEjBYFBpI5DDyui5yFKkQQ2MEgtSs,Swordblue,277,262,69,nz3uwTzKetPhYUHBMK7dSoC7bGklBfgraUx4etj9dqed_A
513,jj4jiI6N6tKShz3hXzZE6KLk7Ggb8IQW4JwFFRGQT8Fdpbk,Best RekSai Bot ,41,26,17,hUJ_DhUMZ65JuukSc_-y6Q7KJEJgZFO8YzImUme4jvBv8NM
514,jj9LintXnBRW4vep3ul0OaSaeCPOAweb1JRXY7thADTw4Xc,AxelsFinalFlame,70,41,76,YVnlft76Qc0Q-9aln-UEckLs9AH-4z73im3PgIHFTDRlBg
515,jkBf_PQTO9V1o2Fj0AcGxcZO--E5nHfoH895z4pMjblAtC4,Dare To Defy,76,58,60,Y6B4wZRDKM0yNLGTGNo_OD2hpscQz1WY9Ot298PKzod4bA
516,jt-eedzrgWXSyqJTlC2UQdZ5COsZYKVJYyAQGrAwro1PobE,Loco Asian,184,159,115,Z5mbgcbs3A26Z2kJQufBvY4rDkGNLcb5gLGIoAtCGrdKeg
517,k03E9aMT5VxNMWDuGFRlxbXZD8RX3Hr8VJHtRmDCJ11S1rw,Mr Greasy,50,37,51,sj5PASgcUeQ6xDKt7W1rgBh1P08Gl_14T0oxP5LhuH3HzZM
518,k2BrLibmsrTTWJkW4RWOZ8h92MIdl667axX5JKO8ZD78s84,Aspect02,217,204,30,7tX3A0on2PC85OlPrhjft0U_JnTQYbuvJ21AQK-sy7pRWlA
519,kEudFS609bfGE4Z3Ksvb1bWtCV5uamJAAaKtO4he0NjeT2w,Eshyn,303,292,18,JGHxqemQyT2xBuA0rogJe7sF1wmroV3fWVVnAwwJJCw6SA
520,kIqwhRj-cYORBcQbKmR9q-dhy6dd9M7sUO_3Yfgpa10ZtIQ,Davemon,175,152,148,fmtz-Iobdpl0G4pJcE_ITRRqo72i-JyTPeZILfKz0IJFlQ
521,kJGc9-APK-x8e9F17XEp1ik3FOK4TBJtzYM34NRUCpUxGp8,shaarzard,144,126,50,LaotUOhCWZfpkHwI0Wq3m52Q1CT8bzmZB509cbiUT1wmEgc
522,kWRH37tpIjcJPGm65ZfTvtAXRqvyFoNcmYrnLNr2A04DbHk,Hyphe,367,360,52,d0ay5t6cK6-UXdrgS_WI69AUVaGxqp2foD_R1_6qViwM17A
523,konz-v240RY-KvGC2Oxwdwm-gIcJHhz-WwC6E6UIQNY0QAQ,Fancee,94,76,141,drjHC9Z1HPZfUePvnYjXH3EFFsdMjBkJFph8VwEL1ZfLB6c
524,l0V0zFzz7NOmhGqpzfJxDISUni0qb-zlf015vVagbzscbGY,Deltoid Grinder,130,90,17,rSZOlyzmoEpW0t3wmUmFDmrP6EfWWlqWv2qO6EOZpl_eaA
525,l5I-FRBXK-6j03YkFV6fHDKB2mSY9p8DcrXfPy-wWyfs9E4,Kanic,85,69,50,m_-gu_Zn0eWWQPP6xc_X_sSU7qGpKV53ntg76a6jz6Ljvw
526,l5mz2FxwDtl37CqK0RRIMqYNo8lTmUK3AntEeqCi1P7ezNw,AWildMiMo,123,111,75,aUh-7XJSh2XAGvdODj4afFXuSK2S6Glpd-_Jt5hAd5iKvQ
527,l86BeAW7VXeC25X_T_j9dkGxC6UXVh6Cw4uVIjCijEYF8w4,TwTv mancloud,220,211,30,bxNG5EvSQvC1B9k57VCOCx5p60HBJWu9edf_5AK4XM0
528,lFO3alDxRuoEli3c9_EpR9FI2KXViKtcsS3TKkyy6ig4iqM,Qualityy,95,79,32,2eyMunR71XqWsZSE0FhXAiblbq7e44m58r-lxJSQmGmfF24
529,lG224Q7QLlKnMupYeG2tQBm3Ar_vbt0toR7Ocx8qo5PdBjg,KGB9 LIL RED,139,116,58,y1v3Zs3Elfhw5Il5Pi3LQmtEinLnbMOxTv8G_W6oTMdUCMo
530,lKRx9xGY0hg_fLC3p94MZW5CCboxlNT3JHlV4Sdjc0Q1O5Y,Value,117,72,45,tcEYr0SC5bXsx2rBOnihr-Z_NyHUzFQTjsxubA5kJUYYXQ
531,lTTpaODubBcs2H5x4OuMLOhiNg0GC3Ty0EzXL_JI1YRyqO0,Yenˉ,63,42,47,_Cg7Lj_2Mx82HczLJ0SDNeP9od_G6qaYcDzmvl5DNsD7Jw
532,l_g08Di_ZXc-m75BV55T0e_1IEbr_FuF3jNclaxj6klFbx4,CYBERBULLÝ,265,244,50,9hRDZQ64VYAagyqhLtyTA-tCK2qI7uahVJKi4V9WAY4mIGY
533,ljB41WEdgUaPGTldryToAKRYY4ed8RF94GBPWTEQI3YhhjE,APEC AA,56,38,92,PmxGm8c1hsZ3B8yWFXeMeL0eEhClcXwcusfpUjz7Vi3IUDk
534,lkx9tS-0srSnKhUHGUeS8mggcTMyM7m21cXlpgBw-ml_64o,Dare 2 Defy,56,40,40,F5enXtPlgxxHmp5QyxA20K0DsKj2JbkGg8Mug6iFMrUsDA
535,lovhVSJaokjHfpTG5D522r36AKKxwy2b33ERHyGUK8yCnI4,wohuonisi1,62,48,62,xw5_SryGVDDQ5CJZrk_6Udzeav2THi5ZzVzxuFapTlisYYY
536,lpt7Kff4RB1N7y3DKlNKFcWtPmyzNS1tIC0HzdZthuNaDtPo,dopamine hunter,97,80,117,B1Ge1GQ4EXg9EOOV6m5ChGBUPE2UuYTzQd1Wr86AR1oY3U8
537,m55mBE3boEcyr2_UR5RIYfZ1MwdjhnvKCvBVnmyJCNNSEn8,Coscu Army,140,138,119,j96IXgQARmE0S-oDUto1UIPw9dsI8ZAFeGYPX23QxkttQOvFiIjA26Uo
538,m8cavpeigOjL20TfvyuFL2OL55odaKp8G5-zA-zEfx30cMM,Bananaaa,115,92,91,pisZXVzab-C47sEdF8OTQ4OpaBB500oCzgTbkw1y2Je7-A
539,m9Nn_CC8EFmToAaPma8PZMTwZNOqPOzsooXq8agjZTufajA,PhenomEX,157,140,19,bcFBf58lMJoC7uf_XeMmYsjjs_UGCnw68WKEP8ex3hRNSg
540,mHSpJRyiTIN9gt6i-wv6B1b_bjWRPCZPI7zb8ZtISqtdkUI,callmemm,76,53,64,RgjzzybEkMcoU3lsGhQO34W6EpKIwrG6ArculgwEFUWIALg
541,mWZ9T5F9QeFEXIak9XoTnPl7D8NzLL90DRre8wgoH1rWP-Q,Bank of Canada,253,238,34,sWqWuVtMcLR5RHLZzbmzb8wYLRJjnvI7F2rsqgH2RaJrris
542,mYkMf5EDrQxndy_WP_aCUCDQGIr_eRbn4o21R2L6oijetag,NintendudeX,104,77,103,wrRK7lfIfF_LOA2yk9yv3K04BP8-fzvAVkx4fVyHBE0
543,mZGDQYh_H8bPasioEoy_zQhy7fdg4nIRKdbnTTKYgG04yy1_,Kaipop,70,53,71,v_g1zH2mXnRXi4w5P5EyhnIPQpvG4DeQ7eiKZTwJqY6-Hbg
544,mbiw8B9hTFtzDnWFLkXuZztBVYx6Pjh-f-fvhT8xM_tcNZ0,Hugguy,69,55,25,kF5NKyhOtohGag9Iw_QP7h4sj3N03imfqS_1ghFS3t4Lcg
545,mdlpniyKQZRA2f5E4cUUPSIkBer3HuRqEXTaiaQH06NKwd8,The Wild Hooker,103,71,38,NJ58MVodZtuv89or9duf-w5KH9fpla8aCvGCSv8oMXaFMwY
546,mf3QsvBoTIQfBK5GBdZkgjKgh2YQPCBcolIYciAAoSiw6r4,CatOnThyRoof,265,257,117,Ybw9e8gSItjNYijgFeTBll848eSpg0OuxcosAsPbxkaZxX8
547,mgFXxMYxGz2z72OPzF65VARQPWz_b3gH_yYFNRhRf95vtBY,BCLDC,67,50,111,_Mea18KmI2XQF8QsrApgZmJkl8X0lPeYC5lZQOTwAwtRvU4
548,mqwzOHsp77YmX76KmZJ7MsmOCWU7-MmTU3ZcOrhQ9QeA0Lw,AbigSmallDove,82,61,87,ruOVCGVZ9SMIHJ8QfExAQt51b70loqH0xSIdBD74GIuAgJY
549,myJcpXH9cxSfvm0fcH2SJPDzsK3qOzRjsLGCyBkxySzHPls,Kurose,143,123,132,-Ka0vQDtRSJIrM1we4Uqc_13wsVMTAWCz5NjxUYwUT0ACQ
550,n7NinkaD7Ik7_I8r3s5L9Tp70YCdFhrx5AgD6yu1BBc0gGY,YOUNGREZZY,179,165,32,1afELFrRdtQpGhYGDP_BWFWdKq0jEayUWppnyBacBA
551,nVuw0Z7BpxH79HSj_cBQnoED5ch-XBb8MCPXjgh8CQgBiro,Saskio,121,95,134,2c640iB_nOFOaqYLEIRA4rVdGkgVkreNFGHy3qrZE-Pe4k4
552,n_ZAVUhNZxqwOg2WqQ2_kIPxdgB_cjsRWU_q1CS2jRGUubw,SoloTiltOnly,127,105,31,Ni6CAoAGuLHgn2N-MHfqVMmpNd9YosIZBuX8p7G1wwEuJFk
553,ngj6PkgBJwexjY2feR2V7LtNUiMlk-OfhRF2SFRnbY0PYsY,NoukUltra,79,63,37,Rs5LYR6vqQhmP_uZUARKUExUn-zMI56OzbI6Me6zWLN1IcE
554,nhlquTel6hin5cJpT87I3X92VOPQyK9O-P9IWVLjIysWETE,DouYu Tv 4648811,169,110,48,ykBxC1dkv_6Wj0LGpJVTfhb_XcfHJrutQ13ElXwdmJCKs0M
555,ocKcSM4uKu81rKu8cPQm8hA8ayoIWinWEMKMrE2IJmok,LittIeFiery,110,89,79,s9z-r4WEW-GmE4flGBOgs2RiiOM-PyMMFN47Y_r7FgFNjHQ
556,oiMT1vOq1Vz60Ees5zxBYMcW38x2weaRaLPwe118V-iTw1M,erocS,68,50,30,J8aF_zknDwIOU_S0RvRksLHjijn_Dv-Po9Z6Cgm3GQVGyQ
557,ojlGXS4UYY3_xhl585Y06o2u7RUax1mwM-8D2zrAIVGkrtw,Strompest2g,70,50,172,2N6XJ-BCOHCKOlTW80cTkGDUR-VZ2RjIX-xR8pnLSjhOug
558,oky8jdT0CAoheM4asY8VzTj-WeLk97zzutxMBa-x6ILbBcDz,KINGSLAYER RYKEN,268,258,161,PThd5ozfrVQsphfVI6M7DZZJpi3RLjcRGwqTaIk8RTJ6rEA
559,otA1v732xm80o9GGwMFk58xjbWl4JLrW22ATAF_OC5yx_iM,tarzaned5,145,92,168,seFTbezppoKGYNyHwN0py9RCJ3e9YRcfEtp5W9M6WmwGKNnkhjtBOSxo
560,pGieUJl_lx88-IYSNhxWEi8Oaadx2ef_hX7CxldeangC,WWWWWWWWWWWWANG,125,104,137,apyUxmT7TMnM2YVMoFHqary2w_8ZVvH-DjjdSMDbUNr-Emg
561,pLF5tEN6H1EKxljietTfx4JtPKsw-h1jcm0oDPRR7dKOvM0,Teblar,145,134,69,3Gf9ciMLiUgxnkRuZZobFxR7P46o8GhnbIS_HP8VhfeQ6VU
562,pMWaRTSdgqlJpA6mKZqHIp82FpahlqcnyVhuCSsDTqV4AeI,l3imbi,141,111,47,gJfYXU4ws1pdnLwmPglhnLUOUmQNTWNryct98p9rmhB-ww
563,pNNNSqVdGa54MQi-CaIkVcitcfEhuScmgc3xXMPrxx-kTqI,TSM Bjergsen,140,106,159,qTKX9Als38Szn5hxt56IoXgsXnHzNi6QSfiaHgiOfD7-mog
564,pU8DccK9c7whiGPPjeo5EbmoEWm18jdN_gOR7sqXWZ83n9k,Veiga,100,85,85,E2QSjduu0QlyvrE2uL0xesoGybsZrUPkUYsVeQNSE6jSJg
565,pWPEENyvCVIjt6C74MnjlE4pjdRXXppnrZHFPLNja4dLruw,Caristinn,168,149,150,P4GGThIHNrJdpACaqEqQR2Miz-CFtB1QxwVDxSSD6d5stg
